Price,Close,High,Low,Open,Volume
2026-03-27,4492.0,4492.0,4492.0,4492.0,74348
2026-03-30,4526.0,4579.10009765625,4413.39990234375,4482.7998046875,10816
2026-03-31,4647.60009765625,4684.10009765625,4508.60009765625,4510.0,4264
2026-04-01,4783.2001953125,4789.10009765625,4668.0,4668.39990234375,1637
2026-04-02,4651.5,4784.39990234375,4558.89990234375,4764.89990234375,0
2026-04-06,4656.7998046875,4689.60009765625,4605.0,4656.10009765625,148
2026-04-07,4657.10009765625,4676.2998046875,4608.0,4624.89990234375,327
2026-04-08,4749.5,4851.0,4738.7998046875,4760.0,405
2026-04-09,4792.2001953125,4799.10009765625,4711.0,4711.0,1277
2026-04-10,4761.89990234375,4791.0,4744.89990234375,4745.89990234375,812
2026-04-13,4742.39990234375,4742.39990234375,4704.0,4704.0,32
2026-04-14,4825.0,4841.60009765625,4770.10009765625,4770.10009765625,288
2026-04-15,4800.0,4843.60009765625,4798.0,4843.60009765625,182
2026-04-16,4785.39990234375,4810.89990234375,4785.39990234375,4810.89990234375,805
2026-04-17,4857.60009765625,4879.7001953125,4767.2001953125,4771.60009765625,1902
2026-04-20,4806.60009765625,4811.0,4770.0,4793.89990234375,724
2026-04-21,4698.39990234375,4705.0,4676.39990234375,4698.39990234375,1197
2026-04-22,4732.5,4754.2001953125,4732.5,4754.2001953125,765
2026-04-23,4705.10009765625,4732.39990234375,4705.10009765625,4711.5,292
2026-04-24,4722.2998046875,4722.2998046875,4657.5,4695.0,45
2026-04-27,4675.39990234375,4711.10009765625,4675.39990234375,4707.60009765625,538
2026-04-28,4591.5,4680.89990234375,4591.5,4680.89990234375,2660
2026-04-29,4545.2001953125,4601.60009765625,4515.7001953125,4598.60009765625,507
2026-04-30,4614.7001953125,4636.7001953125,4561.89990234375,4561.89990234375,77
2026-05-01,4629.89990234375,4636.7001953125,4581.7001953125,4636.7001953125,113
2026-05-04,4519.5,4581.2001953125,4512.7001953125,4581.2001953125,20
2026-05-05,4555.7998046875,4580.5,4547.60009765625,4547.60009765625,426
2026-05-06,4681.89990234375,4712.60009765625,4663.60009765625,4663.60009765625,212
2026-05-07,4699.7998046875,4736.2001953125,4699.7998046875,4704.7998046875,254
2026-05-08,4720.39990234375,4724.7998046875,4713.60009765625,4714.39990234375,120
2026-05-11,4718.7001953125,4729.5,4718.7001953125,4729.5,36
2026-05-12,4677.60009765625,4765.2001953125,4677.60009765625,4762.2001953125,93
2026-05-13,4697.7001953125,4722.7001953125,4679.5,4722.7001953125,228
2026-05-14,4678.10009765625,4678.10009765625,4650.2998046875,4678.10009765625,5
2026-05-15,4555.7998046875,4615.2001953125,4524.2998046875,4615.2001953125,607
2026-05-18,4552.5,4570.2998046875,4538.7001953125,4563.0,38
2026-05-19,4506.2998046875,4552.60009765625,4506.2001953125,4551.7001953125,875
2026-05-20,4531.2998046875,4531.2998046875,4465.10009765625,4502.60009765625,981
2026-05-21,4539.7998046875,4539.7998046875,4503.7998046875,4507.2001953125,426
2026-05-22,4521.0,4530.2998046875,4519.10009765625,4519.5,40
2026-05-26,4500.39990234375,4572.7998046875,4500.39990234375,4572.7998046875,1261
2026-05-27,4447.5,4447.5,4439.7001953125,4439.7001953125,81062
2026-05-28,4499.2998046875,4512.60009765625,4363.5,4453.60009765625,16427
2026-05-29,4560.5,4591.7998046875,4487.89990234375,4494.0,1883
2026-06-01,4475.2001953125,4541.39990234375,4449.7001953125,4523.5,835
2026-06-02,4489.10009765625,4529.5,4474.2001953125,4488.0,456
2026-06-03,4436.7001953125,4471.7001953125,4427.2001953125,4471.2001953125,2913
2026-06-04,4475.7998046875,4509.89990234375,4447.39990234375,4447.39990234375,480
2026-06-05,4337.10009765625,4472.2998046875,4319.10009765625,4472.2998046875,4062
2026-06-08,4335.89990234375,4340.89990234375,4284.60009765625,4324.2001953125,357
2026-06-09,4260.0,4344.5,4240.2001953125,4332.7998046875,1292
2026-06-10,4108.2001953125,4206.7001953125,4100.0,4200.0,525
2026-06-11,4090.300048828125,4209.7998046875,4031.0,4042.89990234375,1938
2026-06-12,4215.0,4225.2998046875,4173.2001953125,4208.2998046875,1167
2026-06-15,4328.0,4362.0,4269.10009765625,4271.2001953125,1666
2026-06-16,4330.89990234375,4345.7998046875,4309.5,4309.5,158
2026-06-17,4358.89990234375,4377.0,4296.0,4339.0,1961
2026-06-18,4224.10009765625,4323.2001953125,4223.7001953125,4279.7998046875,738
2026-06-22,4181.89990234375,4216.39990234375,4134.7998046875,4138.7998046875,1197
2026-06-23,4129.89990234375,4135.2001953125,4118.5,4127.10009765625,252
2026-06-24,3990.300048828125,4104.7001953125,3963.300048828125,4104.39990234375,353
2026-06-25,4030.5,4030.5,3986.699951171875,3988.39990234375,2724
2026-06-26,4078.699951171875,4078.699951171875,4078.699951171875,4078.699951171875,1431
2026-06-29,4022.300048828125,4070.0,4003.199951171875,4057.5,785
2026-06-30,4022.89990234375,4049.699951171875,3962.5,4002.60009765625,1108
2026-07-01,4068.300048828125,4100.0,3963.0,4013.10009765625,770
2026-07-02,4112.7001953125,4140.10009765625,4062.0,4067.5,228
2026-07-06,4155.10009765625,4199.7001953125,4134.2001953125,4175.39990234375,1024
2026-07-07,4145.2998046875,4167.2001953125,4107.2001953125,4126.5,53
2026-07-08,4070.89990234375,4120.2998046875,4053.0,4116.2998046875,292
2026-07-09,4130.60009765625,4130.60009765625,4064.199951171875,4066.39990234375,13
2026-07-10,4104.10009765625,4125.7998046875,4090.60009765625,4122.2998046875,389
2026-07-13,3997.0,4081.0,3985.89990234375,4081.0,679
2026-07-14,4061.10009765625,4091.199951171875,3986.5,3995.699951171875,1281
2026-07-15,4044.0,4070.10009765625,4019.39990234375,4049.10009765625,374
2026-07-16,3985.60009765625,4030.5,3972.60009765625,4030.5,374
2026-07-17,4023.0,4028.89990234375,3963.0,3980.10009765625,110455
